audit_type,feature_a,feature_b,detail,severity
same_non_null_pattern,w1_3_short_watch_time_le5,w1_3_genre_watch_time_other,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_short_watch_time_le5,w1_3_genre_session_count_other,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_short_watch_time_le5,w1_3_release_month_covered_watch_ratio,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_short_watch_time_le5,w1_3_recent_content_watch_ratio,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_short_watch_time_le5,w1_3_old_content_watch_ratio,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_content_has_watch_obs,w1_3_genre_covered_watch_time,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_content_has_watch_obs,w1_3_genre_covered_watch_ratio,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_content_has_watch_obs,w1_3_genre_unique_count,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_content_has_watch_obs,w1_3_top_genre_watch_time,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_content_has_watch_obs,w1_3_top_genre_watch_ratio,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_content_has_watch_obs,w1_3_genre_entropy,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_content_has_watch_obs,w1_3_genre_ratio_drama,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_content_has_watch_obs,w1_3_genre_watch_time_drama,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_content_has_watch_obs,w1_3_genre_session_count_drama,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_content_has_watch_obs,w1_3_genre_ratio_thriller_crime,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_content_has_watch_obs,w1_3_genre_watch_time_thriller_crime,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_content_has_watch_obs,w1_3_genre_session_count_thriller_crime,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_content_has_watch_obs,w1_3_genre_ratio_sf_fantasy,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_content_has_watch_obs,w1_3_genre_watch_time_sf_fantasy,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_content_has_watch_obs,w1_3_genre_session_count_sf_fantasy,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_content_has_watch_obs,w1_3_genre_ratio_action_adventure,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_content_has_watch_obs,w1_3_genre_watch_time_action_adventure,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_content_has_watch_obs,w1_3_genre_session_count_action_adventure,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_content_has_watch_obs,w1_3_genre_ratio_animation_family,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_content_has_watch_obs,w1_3_genre_watch_time_animation_family,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_content_has_watch_obs,w1_3_genre_session_count_animation_family,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_content_has_watch_obs,w1_3_genre_ratio_romance,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_content_has_watch_obs,w1_3_genre_watch_time_romance,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_content_has_watch_obs,w1_3_genre_session_count_romance,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_content_has_watch_obs,w1_3_genre_ratio_comedy,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_content_has_watch_obs,w1_3_genre_watch_time_comedy,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_content_has_watch_obs,w1_3_genre_session_count_comedy,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_content_has_watch_obs,w1_3_genre_ratio_historical_war,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_content_has_watch_obs,w1_3_genre_watch_time_historical_war,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_content_has_watch_obs,w1_3_genre_session_count_historical_war,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_content_has_watch_obs,w1_3_genre_ratio_horror,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_content_has_watch_obs,w1_3_genre_watch_time_horror,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_content_has_watch_obs,w1_3_genre_session_count_horror,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_content_has_watch_obs,w1_3_genre_ratio_other,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_content_has_watch_obs,w1_3_genre_watch_time_other,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_content_has_watch_obs,w1_3_genre_session_count_other,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_content_has_watch_obs,w1_3_release_month_covered_watch_ratio,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_content_has_watch_obs,w1_3_recent_content_watch_ratio,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_content_has_watch_obs,w1_3_old_content_watch_ratio,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_time,w1_3_genre_covered_watch_ratio,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_time,w1_3_genre_unique_count,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_time,w1_3_top_genre_watch_time,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_time,w1_3_top_genre_watch_ratio,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_time,w1_3_genre_entropy,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_time,w1_3_genre_ratio_drama,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_time,w1_3_genre_watch_time_drama,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_time,w1_3_genre_session_count_drama,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_time,w1_3_genre_ratio_thriller_crime,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_time,w1_3_genre_watch_time_thriller_crime,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_time,w1_3_genre_session_count_thriller_crime,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_time,w1_3_genre_ratio_sf_fantasy,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_time,w1_3_genre_watch_time_sf_fantasy,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_time,w1_3_genre_session_count_sf_fantasy,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_time,w1_3_genre_ratio_action_adventure,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_time,w1_3_genre_watch_time_action_adventure,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_time,w1_3_genre_session_count_action_adventure,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_time,w1_3_genre_ratio_animation_family,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_time,w1_3_genre_watch_time_animation_family,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_time,w1_3_genre_session_count_animation_family,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_time,w1_3_genre_ratio_romance,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_time,w1_3_genre_watch_time_romance,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_time,w1_3_genre_session_count_romance,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_time,w1_3_genre_ratio_comedy,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_time,w1_3_genre_watch_time_comedy,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_time,w1_3_genre_session_count_comedy,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_time,w1_3_genre_ratio_historical_war,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_time,w1_3_genre_watch_time_historical_war,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_time,w1_3_genre_session_count_historical_war,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_time,w1_3_genre_ratio_horror,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_time,w1_3_genre_watch_time_horror,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_time,w1_3_genre_session_count_horror,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_time,w1_3_genre_ratio_other,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_time,w1_3_genre_watch_time_other,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_time,w1_3_genre_session_count_other,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_time,w1_3_release_month_covered_watch_ratio,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_time,w1_3_recent_content_watch_ratio,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_time,w1_3_old_content_watch_ratio,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_ratio,w1_3_genre_unique_count,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_ratio,w1_3_top_genre_watch_time,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_ratio,w1_3_top_genre_watch_ratio,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_ratio,w1_3_genre_entropy,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_ratio,w1_3_genre_ratio_drama,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_ratio,w1_3_genre_watch_time_drama,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_ratio,w1_3_genre_session_count_drama,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_ratio,w1_3_genre_ratio_thriller_crime,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_ratio,w1_3_genre_watch_time_thriller_crime,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_ratio,w1_3_genre_session_count_thriller_crime,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_ratio,w1_3_genre_ratio_sf_fantasy,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_ratio,w1_3_genre_watch_time_sf_fantasy,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_ratio,w1_3_genre_session_count_sf_fantasy,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_ratio,w1_3_genre_ratio_action_adventure,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_ratio,w1_3_genre_watch_time_action_adventure,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_ratio,w1_3_genre_session_count_action_adventure,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_ratio,w1_3_genre_ratio_animation_family,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_ratio,w1_3_genre_watch_time_animation_family,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_ratio,w1_3_genre_session_count_animation_family,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_ratio,w1_3_genre_ratio_romance,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_ratio,w1_3_genre_watch_time_romance,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_ratio,w1_3_genre_session_count_romance,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_ratio,w1_3_genre_ratio_comedy,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_ratio,w1_3_genre_watch_time_comedy,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_ratio,w1_3_genre_session_count_comedy,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_ratio,w1_3_genre_ratio_historical_war,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_ratio,w1_3_genre_watch_time_historical_war,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_ratio,w1_3_genre_session_count_historical_war,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_ratio,w1_3_genre_ratio_horror,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_ratio,w1_3_genre_watch_time_horror,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_ratio,w1_3_genre_session_count_horror,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_ratio,w1_3_genre_ratio_other,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_ratio,w1_3_genre_watch_time_other,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_ratio,w1_3_genre_session_count_other,Missing/non-missing pattern is identical.,low
exact_identical_numeric,w1_3_genre_covered_watch_ratio,w1_3_release_month_covered_watch_ratio,Values are exactly identical on non-null rows.,high
same_non_null_pattern,w1_3_genre_covered_watch_ratio,w1_3_release_month_covered_watch_ratio,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_ratio,w1_3_recent_content_watch_ratio,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_covered_watch_ratio,w1_3_old_content_watch_ratio,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_unique_count,w1_3_top_genre_watch_time,Missing/non-missing pattern is identical.,low
same_non_null_pattern,w1_3_genre_unique_count,w1_3_top_genre_watch_ratio,Missing/non-missing pattern is identical.,low
